core,4,0.253511019000,0.253510482000,0.242650533000,0.243076123000,436.241392726,
core,8,1.00890366800,1.00890093900,0.967946984000,0.969529931000,876.928123132,
core,12,2.26754477700,2.26753175400,2.18348344800,2.19829894300,1316.83573806,
core,4,0.253578955000,0.253577870000,0.242647658000,0.243140520000,436.124519876,
core,8,1.01350478700,1.01350229700,0.967948840000,0.974062949000,872.947036214,
core,12,2.26534925500,2.26534636900,2.18911735900,2.19574271100,1318.11198358,
socket,4,0.253601312000,0.253600424000,0.242147173000,0.243475907000,436.086071984,
socket,8,1.00960584900,1.00960363300,0.968231102000,0.971494804000,876.318219507,
socket,12,2.25808064000,2.25807027700,2.17229826000,2.19281050400,1322.35490049,
node,12,2.24290403000,2.24289650500,2.16823559100,2.17829883400,1331.30261485,
node,24,8.85516033100,8.85515328200,8.66037753700,8.71012954200,2697.62162480,
node,36,19.9130539740,19.9130503870,19.4846484230,19.5943095320,4048.67922847,
node,48
